1000	
L000010212	L000012161
L000010212	L000012162
L000010212	L000012426
L000012426	L000012893
L000010212	PL_B2_DE02
L000010212	PL_B2_DE05
L000013451	L000012340
L000012340	L000012427
L000012427	L000012482
L000012482	L000013502
L000012340	L000010074
L000010074	L000010075
L000010074	L000010076
L000010074	L000010077
L000010074	L000010078
L000010074	L000012180
L000013451	L000013794
L000009201	L000013452
L000013452	L000013453
L000013452	L000013454
L000013452	L000013455
L000013452	L000013456
L000013452	L000013457
L000013452	L000013458
L000013452	L000013459
L000013452	L000013460
L000013460	L000010232
L000010232	L000010233
L000010232	L000010234
L000010232	L000010235
L000010232	L000010237
L000010232	L000010238
L000010232	L000010240
L000010232	L000010241
L000010232	L000010242
L000013452	L000010071
L000010071	L000010072
L000013452	L000013506
L000013452	L000013507
L000013452	L000013795
L000009201	L000013497
L000013497	L000010595
L000010595	L000010596
L000010596	L000010597
L000010596	L000010598
L000010596	L000010599
L000010596	L000010600
L000010596	L000010601
L000010596	L000010602
L000010596	L000010603
L000010596	L000010605
L000010596	L000010607
L000009201	L000013498
L000013498	L000010584
L000013498	L000010591
L000013498	L000013508
L000013498	L000009414
L000013498	L000013612
L000013498	L000013613
L000013498	L000013614
L000013498	L000013615
L000013498	L000013616
L000013498	L000013617
L000013498	L000013618
L000009201	L000013681
L000013681	L000009972
L000013681	L000009973
L000013681	L000010023
L000013681	L000010024
L000013681	L000010038
L000013681	L000012214
L000013681	L000010040
L000013681	L000010041
L000013681	L000012215
L000013681	L000010021
L000013681	L000012220
L000013681	L000009986
L000013681	L000009977
L000013681	L000009967
L000013681	L000009968
L000013681	L000013430
L000013681	L000013433
L000013681	L000009796
L000013681	L000009804
L000013681	L000009816
L000013681	L000012475
L000013681	L000009970
L000013681	L000010043
L000013681	L000010044
L000013681	L000012222
L000013681	L000010030
L000013681	L000012195
L000013681	L000012196
L000013681	L000012197
L000013681	L000012198
L000013681	L000012199
L000013681	L000012200
L000013681	L000012201
L000013681	L000012202
L000013681	L000012203
L000013681	L000012204
L000013681	L000012205
L000013681	L000012206
L000013681	L000009965
L000013681	L000012428
L000009201	L000013770
L000013770	L000013771
L000013770	L000010052
L000000000	L000011110
L000011110	L000011136
L000011136	L000011137
L000011136	L000011155
L000011155	L000011156
L000011136	L000011157
L000011136	L000011158
L000011158	L000011159
L000011158	L000011160
L000011158	L000011161
L000011158	L000011162
L000011158	L000011163
L000011158	L000011164
L000011158	L000011165
L000011158	L000011166
L000011158	L000011167
L000011158	L000011168
L000011158	L000011169
L000011158	L000011170
L000011158	L000011171
L000011158	L000011172
L000011158	L000011173
L000011158	L000011174
L000011158	L000011175
L000011158	L000011176
L000011158	L000011177
L000011158	L000011178
L000011158	L000011179
L000011158	L000011180
L000011158	L000011181
L000011158	L000011182
L000011158	L000011183
L000011158	L000011184
L000011158	L000011185
L000011158	L000011186
L000011158	L000011187
L000011158	L000011188
L000011158	L000011189
L000011158	L000011190
L000011158	L000012270
L000011158	L000012922
L000011136	L000011191
L000011191	L000008032
L000011191	L000011192
L000011191	L000011193
L000011191	L000011194
L000011191	L000011195
L000011191	L000011196
L000011191	L000011197
L000011191	L000011198
L000011191	L000011199
L000011191	L000011200
L000011191	L000011201
L000011191	L000011202
L000011191	L000011203
L000011191	L000011204
L000011191	L000011205
L000011191	L000011206
L000011191	L000011207
L000011191	L000011208
L000011191	L000011210
L000011191	L000011211
L000011191	L000011212
L000011191	L000011213
L000011191	L000011214
L000011191	L000011215
L000011191	L000011216
L000011191	L000011217
L000011191	L000011218
L000011191	L000011219
L000011191	L000011220
L000011191	L000011221
L000011191	L000011222
L000011191	L000011223
L000011191	L000011224
L000011191	L000011225
L000011191	L000011226
L000011191	L000011227
L000011191	L000011228
L000011191	L000011229
L000011191	L000011230
L000011191	L000011231
L000011191	L000011232
L000011191	L000011233
L000011191	L000011234
L000011191	L000011235
L000011191	L000011236
L000011191	L000011237
L000011191	L000011238
L000011191	L000012268
L000011191	L000012269
L000011136	L000011239
L000011239	L000011240
L000011239	L000011241
L000011239	L000012271
L000011239	L000012272
L000011239	L000012273
L000011239	L000012274
L000011136	L000011242
L000011242	L000011243
L000011242	L000011244
L000011242	L000011245
L000011242	L000011246
L000011242	L000011247
L000011242	L000011248
L000011242	L000011249
L000011242	L000011251
L000011242	L000011252
L000011242	L000011253
L000011242	L000011254
L000011242	L000011255
L000011242	L000011256
L000011242	L000011257
L000011242	L000011258
L000011242	L000011259
L000011242	L000011260
L000011242	L000011261
L000011242	L000011262
L000011242	L000011263
L000011242	L000011266
L000011242	L000011267
L000011242	L000011268
L000011242	L000011269
L000011242	L000011270
L000011242	L000011271
L000011242	L000011272
L000011242	L000011273
L000011242	L000011274
L000011242	L000011275
L000011242	L000011276
L000011242	L000011277
L000011242	L000011278
L000011242	L000011279
L000011242	L000011280
L000011242	L000011281
L000011242	L000011282
L000011242	L000011283
L000011242	L000011284
L000011242	L000011285
L000011242	L000011286
L000011242	L000011287
L000011242	L000011288
L000011242	L000011289
L000011242	L000011290
L000011242	L000011291
L000011242	L000011292
L000011242	L000011293
L000011242	L000011294
L000011242	L000011295
L000011242	L000011296
L000011242	L000011297
L000011242	L000011298
L000011242	L000011299
L000011242	L000011300
L000011242	L000011301
L000011242	L000011302
L000011242	L000011303
L000011242	L000011304
L000011242	L000011305
L000011242	L000011306
L000011242	L000011307
L000011242	L000011308
L000011242	L000011309
L000011242	L000011310
L000011242	L000011311
L000011242	L000011312
L000011242	L000011313
L000011242	L000011314
L000011242	L000011315
L000011242	L000011316
L000011242	L000011317
L000011242	L000011318
L000011242	L000011319
L000011242	L000012260
L000011242	L000012261
L000011242	L000012263
L000011242	L000012264
L000011242	L000012265
L000011242	L000012266
L000011136	L000011320
L000011136	L000012267
L000011136	L000012275
L000011136	L000012276
L000012276	L000012277
L000011136	L000012278
L000012278	L000012279
L000011136	L000012993
L000011136	L000012996
L000012996	L000012342
L000012342	L000012997
L000012342	L000012998
L000012996	L000012343
L000012343	L000012999
L000012343	L000013000
L000011136	L000013194
L000011136	L000013274
L000011136	L000013321
L000011110	L000013683
L000011110	L000010621
L000010621	L000010780
L000010780	L000010781
L000010780	L000010782
L000010780	L000010786
L000010780	L000010816
L000010816	L000010836
L000010780	L000010874
L000010874	L000005941
L000010780	L000010876
L000010876	L000010902
L000010780	L000011044
L000010780	L000011103
L000011103	L000011104
L000011103	L000011105
L000011103	L000011106
L000011103	L000011107
L000011103	L000011108
L000011103	L000011109
L000010621	L000013682
L000000000	L000013128
L000013128	L000007121
L000007121	L000007122
L000007122	L000007135
L000007122	L000007136
L000007122	L000007137
L000007122	L000007138
L000007122	L000007139
L000007122	L000007140
L000007122	L000007141
L000007122	L000007142
L000007122	L000007143
L000007122	L000007144
L000007122	L000007145
L000007122	L000007146
L000007122	L000007147
L000007122	L000007148
L000007122	L000007149
L000007122	L000007150
L000007122	L000007151
L000007122	L000007152
L000007122	L000007153
L000007122	L000007154
L000007122	L000007155
L000007122	L000007156
L000007122	L000007157
L000007122	L000007158
L000007122	L000007159
L000007122	L000007160
L000007122	L000007161
L000007122	L000007162
L000007122	L000007163
L000007122	L000007164
L000007122	L000007165
L000007122	L000007166
L000007122	L000007167
L000007122	L000007168
L000007122	L000007169
L000007122	L000007170
L000007122	L000007171
L000007122	L000007172
L000007122	L000007173
L000007122	L000007174
L000007122	L000007175
L000007122	L000007176
L000007122	L000007177
L000007122	L000007178
L000007122	L000007179
L000007122	L000007180
L000007122	L000007181
L000007122	L000007182
L000007122	L000007183
L000007122	L000007184
L000007122	L000007185
L000007122	L000007186
L000007122	L000007187
L000007122	L000007188
L000007122	L000007189
L000007122	L000007190
L000007122	L000007191
L000007122	L000007192
L000007122	L000007193
L000007122	L000007194
L000007122	L000007196
L000007122	L000007197
L000007122	L000007198
L000007122	L000007218
L000007122	L000007219
L000007122	L000007220
L000007122	L000007221
L000007122	L000007222
L000007122	L000007223
L000007122	L000007224
L000007122	L000007225
L000007122	L000007226
L000007122	L000007227
L000007122	L000007228
L000007122	L000011475
L000007122	L000011476
L000007122	L000011477
L000007122	L000011478
L000007122	L000012608
L000007122	L000012610
L000007122	L000012611
L000007122	L000012618
L000007122	L000012619
L000007122	L000012701
L000007122	L000012840
L000007122	L000013403
L000007122	L000013404
L000007122	L000013405
L000007122	L000013406
L000007122	L000013407
L000007122	L000013408
L000007122	L000013409
L000007122	L000013410
L000007122	L000013411
L000007122	L000013412
L000007122	L000013413
L000007121	L000007200
L000007200	L000007202
L000007200	L000007203
L000007200	L000007205
L000007200	L000007206
L000007200	L000007207
L000007200	L000007208
L000007200	L000007209
L000007200	L000011486
L000007200	L000011487
L000007200	L000012617
L000007200	L000012867
L000007121	L000007211
L000007211	L000007212
L000007211	L000007213
L000007121	L000007214
L000007214	L000007201
L000007214	L000007204
L000007214	L000007215
L000007214	L000007216
L000007214	L000012609
L000007214	L000012616
L000007214	L000012704
L000007214	L000012706
L000007121	L000007229
L000007229	L000007235
L000007229	L000007236
L000007229	L000007238
L000007229	L000012702
L000007229	L000012703
L000007229	L000012707
L000007229	L000012714
L000007121	L000007239
L000007239	L000007241
L000007239	L000007243
L000007239	L000007244
L000007239	L000007245
L000007239	L000007246
L000007239	L000012620
L000007121	L000007247
L000007247	L000007248
L000007247	L000007249
L000007247	L000007250
L000007247	L000007251
L000007247	L000007252
L000007247	L000007253
L000007247	L000007254
L000007247	L000007257
L000007247	L000007258
L000007247	L000007259
L000007247	L000007262
L000007247	L000012700
L000007247	L000012705
L000007247	L000012868
L000007121	L000007263
L000007263	L000007264
L000007263	L000007265
L000007263	L000007266
L000007263	L000011485
L000007121	L000007267
L000007267	L000007268
L000007267	L000007269
L000007267	L000007270
L000007267	L000007271
L000007267	L000007272
L000007267	L000007273
L000007267	L000007274
L000007267	L000007275
L000007267	L000007276
L000007267	L000007277
L000007267	L000007278
L000007267	L000007279
L000007267	L000007280
L000007267	L000007281
L000007267	L000007282
L000007267	L000012612
L000007267	L000012613
L000007267	L000012614
L000007267	L000012615
L000007121	L000013414
L000013128	L000012321
L000012321	L000011547
L000012321	L000011550
L000012321	L000011551
L000012321	L000012760
L000012321	L000012809
L000012321	L000013088
L000012321	L000013089
L000012321	L000013351
L000012321	L000013352
L000012321	L000013353
L000013128	L000013182
L000013182	L000013461
L000013182	L000013365
L000013128	L000013183
L000013183	L000011549
L000013183	L000013354
L000013354	L000013355
L000013183	L000013356
L000013356	L000013357
L000013356	L000013358
L000013358	L000013359
L000013358	L000006956
L000013358	L000006957
L000013358	L000006960
L000013358	L000007073
L000013358	L000011517
L000013358	L000012599
L000013183	L000013814
L000013183	L000013815
L000013128	L000013184
L000013128	L000013185
L000013185	L000013366
L000013185	L000013367
L000013185	L000013368
L000013185	L000013369
L000013185	L000013370
L000013185	L000013371
L000013371	L000013372
L000013185	L000013373
L000013128	L000013187
L000013128	L000013685
L000013685	L000013426
L000013685	L000013427
L000013685	L000013428
L000013685	L000006418
L000013685	L000006426
L000013685	L000006436
L000013685	L000006427
L000013685	L000013360
L000013685	L000013361
L000013685	L000013362
L000013128	L000013779
L000013128	L000013783
L000013783	L000013784
L000013783	L000013785
L000013783	L000013786
L000013783	L000013787
L000013787	L000013350
L000013783	L000013788
L000013783	L000013789
L000013128	L000006295
L000006295	L000006414
L000006414	L000006415
L000006414	L000006416
L000006414	L000006417
L000006414	L000006440
L000006440	L000006441
L000006414	L000011465
L000006414	L000011468
L000006414	L000012745
L000006295	L000006448
L000006448	L000006456
L000006456	L000006457
L000006456	L000006458
L000006456	L000006459
L000006448	L000006460
L000006460	L000006461
L000006448	L000011446
L000011446	L000006499
L000006295	L000013151
L000013151	L000009539
L000009539	L000009540
L000009539	L000009541
L000009539	L000009542
L000009539	L000009543
L000009539	L000009544
L000009539	L000009545
L000009539	PL_E5_CH71
L000009539	L000013337
L000009539	L000013338
L000009539	L000013339
L000009539	L000013340
L000009539	L000013341
L000009539	L000013342
L000009539	L000013343
L000009539	L000013344
L000009539	L000013596
L000013596	L000006408
L000013596	L000012536
L000013596	L000012537
L000013596	L000012538
L000013596	L000012539
L000009539	L000010033
L000009539	L000010035
L000013151	L000013155
